word,pol
fazere-se de vítima,-1
fazerem à custa de,-1
fazerem a folha a,-1
fazerem asneira,-1
fazerem beicinho,-1
fazerem biquinho,-1
fazerem boa figura,1
fazerem caretas,-1
fazerem com os olhos fechados,1
fazerem com uma perna às costas,1
fazerem das tripas coração,1
fazerem faísca,-1
fazerem figura de urso,-1
fazerem figura triste,-1
fazerem filmes,-1
fazerem gato e sapato de,-1
fazerem horas,-1
fazerem má figura,-1
fazerem orelhas moucas,-1
fazerem ouvidos de mercador,-1
fazerem pouco de,0
fazerem sombra a,1
fazerem um grande feito,1
fazerem um negócio da China,1
fazerem uma boa jogada,1
fazerem uma figura decente,1
fazerem uma jogada de mestre,1
fazerem uma rica parelha,-1
fazerem uma tempestade num copo de água,-1
fazerem vista grossa,-1
fazerem xeque-mate,1
fazerem-se de vítima,-1
fazeres à custa de,-1
fazeres a folha a,-1
fazeres asneira,-1
fazeres beicinho,-1
fazeres biquinho,-1
fazeres boa figura,1
fazeres caretas,-1
fazeres com os olhos fechados,1
fazeres com uma perna às costas,1
fazeres das tripas coração,1
fazeres de vítima,-1
fazeres faísca,-1
fazeres figura de urso,-1
fazeres figura triste,-1
fazeres filmes,-1
fazeres gato e sapato de,-1
fazeres horas,-1
fazeres má figura,-1
fazeres orelhas moucas,-1
fazeres ouvidos de mercador,-1
fazeres pouco de,0
fazeres sombra a,1
fazeres um grande feito,1
fazeres um negócio da China,1
fazeres uma boa jogada,1
fazeres uma figura decente,1
fazeres uma jogada de mestre,1
fazeres uma rica parelha,-1
fazeres uma tempestade num copo de água,-1
fazeres vista grossa,-1
fazeres xeque-mate,1
fazermo-nos de vítima,-1
fazermos à custa de,-1
fazermos a folha a,-1
fazermos asneira,-1
fazermos beicinho,-1
fazermos biquinho,-1
fazermos boa figura,1
fazermos caretas,-1
fazermos com os olhos fechados,1
fazermos com uma perna às costas,1
fazermos das tripas coração,1
fazermos de vítima,-1
fazermos faísca,-1
fazermos figura de urso,-1
fazermos figura triste,-1
fazermos filmes,-1
fazermos gato e sapato de,-1
fazermos horas,-1
fazermos má figura,-1
fazermos orelhas moucas,-1
fazermos ouvidos de mercador,-1
fazermos pouco de,0
fazermos sombra a,1
fazermos um grande feito,1
fazermos um negócio da China,1
fazermos uma boa jogada,1
fazermos uma figura decente,1
fazermos uma jogada de mestre,1
fazermos uma rica parelha,-1
fazermos uma tempestade num copo de água,-1
fazermos vista grossa,-1
fazermos xeque-mate,1
fazes à custa de,-1
fazes a folha a,-1
fazes asneira,-1
fazes beicinho,-1
fazes biquinho,-1
fazes boa figura,1
fazes caretas,-1
fazes com os olhos fechados,1
fazes com uma perna às costas,1
fazes das tripas coração,1
fazes de vítima,-1
fazes faísca,-1
fazes figura de urso,-1
fazes figura triste,-1
fazes filmes,-1
fazes gato e sapato de,-1
fazes horas,-1
fazes má figura,-1
fazes orelhas moucas,-1
fazes ouvidos de mercador,-1
fazes pouco de,0
fazes sombra a,1
fazes um grande feito,1
fazes um negócio da China,1
fazes uma boa jogada,1
fazes uma figura decente,1
fazes uma jogada de mestre,1
fazes uma rica parelha,-1
fazes uma tempestade num copo de água,-1
fazes vista grossa,-1
fazes xeque-mate,1
fazia à custa de,-1
fazia a folha a,-1
fazia asneira,-1
fazia beicinho,-1
fazia biquinho,-1
fazia boa figura,1
fazia caretas,-1
fazia com os olhos fechados,1
fazia com uma perna às costas,1
fazia das tripas coração,1
fazia faísca,-1
fazia figura de urso,-1
fazia figura triste,-1
fazia filmes,-1
fazia gato e sapato de,-1
fazia horas,-1
fazia má figura,-1
fazia orelhas moucas,-1
fazia ouvidos de mercador,-1
fazia pouco de,0
fazia sombra a,1
fazia um grande feito,1
fazia um negócio da China,1
fazia uma boa jogada,1
fazia uma figura decente,1
fazia uma jogada de mestre,1
fazia uma rica parelha,-1
fazia uma tempestade num copo de água,-1
fazia vista grossa,-1
fazia xeque-mate,1
fazia-se de vítima,-1
faziam à custa de,-1
faziam a folha a,-1
faziam asneira,-1
faziam beicinho,-1
faziam biquinho,-1
faziam boa figura,1
faziam caretas,-1
faziam com os olhos fechados,1
faziam com uma perna às costas,1
faziam das tripas coração,1
faziam faísca,-1
faziam figura de urso,-1
faziam figura triste,-1
faziam filmes,-1
faziam gato e sapato de,-1
faziam horas,-1
faziam má figura,-1
faziam orelhas moucas,-1
faziam ouvidos de mercador,-1
faziam pouco de,0
faziam sombra a,1
faziam um grande feito,1
faziam um negócio da China,1
faziam uma boa jogada,1
faziam uma figura decente,1
faziam uma jogada de mestre,1
faziam uma rica parelha,-1
faziam uma tempestade num copo de água,-1
faziam vista grossa,-1
faziam xeque-mate,1
faziam-se de vítima,-1
fazíamo-nos de vítima,-1
fazíamos à custa de,-1
fazíamos a folha a,-1
fazíamos asneira,-1
fazíamos beicinho,-1
fazíamos biquinho,-1
fazíamos boa figura,1
fazíamos caretas,-1
fazíamos com os olhos fechados,1
fazíamos com uma perna às costas,1
fazíamos das tripas coração,1
fazíamos de vítima,-1
fazíamos faísca,-1
fazíamos figura de urso,-1
fazíamos figura triste,-1
fazíamos filmes,-1
fazíamos gato e sapato de,-1
fazíamos horas,-1
fazíamos má figura,-1
fazíamos orelhas moucas,-1
fazíamos ouvidos de mercador,-1
fazíamos pouco de,0
fazíamos sombra a,1
fazíamos um grande feito,1
fazíamos um negócio da China,1
fazíamos uma boa jogada,1
fazíamos uma figura decente,1
fazíamos uma jogada de mestre,1
fazíamos uma rica parelha,-1
fazíamos uma tempestade num copo de água,-1
fazíamos vista grossa,-1
fazíamos xeque-mate,1
fazias à custa de,-1
fazias a folha a,-1
fazias asneira,-1
fazias beicinho,-1
fazias biquinho,-1
fazias boa figura,1
fazias caretas,-1
fazias com os olhos fechados,1
fazias com uma perna às costas,1
fazias das tripas coração,1
fazias faísca,-1
fazias figura de urso,-1
fazias figura triste,-1
fazias filmes,-1
fazias gato e sapato de,-1
fazias horas,-1
fazias má figura,-1
fazias orelhas moucas,-1
fazias ouvidos de mercador,-1
fazias pouco de,0
fazias sombra a,1
fazias um grande feito,1
fazias um negócio da China,1
fazias uma boa jogada,1
fazias uma figura decente,1
fazias uma jogada de mestre,1
fazias uma rica parelha,-1
fazias uma tempestade num copo de água,-1
fazias vista grossa,-1
fazias xeque-mate,1
fazias-te de vítima,-1
fazíei-vos de vítima,-1
fazíeis à custa de,-1
fazíeis a folha a,-1
fazíeis asneira,-1
fazíeis beicinho,-1
fazíeis biquinho,-1
fazíeis boa figura,1
fazíeis caretas,-1
fazíeis com os olhos fechados,1
fazíeis com uma perna às costas,1
fazíeis das tripas coração,1
fazíeis de vítima,-1
fazíeis faísca,-1
fazíeis figura de urso,-1
fazíeis figura triste,-1
fazíeis filmes,-1
fazíeis gato e sapato de,-1
fazíeis horas,-1
fazíeis má figura,-1
fazíeis orelhas moucas,-1
fazíeis ouvidos de mercador,-1
fazíeis pouco de,0
fazíeis sombra a,1
fazíeis um grande feito,1
fazíeis um negócio da China,1
fazíeis uma boa jogada,1
fazíeis uma figura decente,1
fazíeis uma jogada de mestre,1
fazíeis uma rica parelha,-1
fazíeis uma tempestade num copo de água,-1
fazíeis vista grossa,-1
fazíeis xeque-mate,1
fê-se de vítima,-1
febril,-1
febris,-1
fecha os olhos,-1
fechá os olhos,-1
fecha-se em copas,-1
fechada,-1
fechadas,-1
fechado em copas,-1
fechado os olhos,-1
fechado,-1
fechados,-1
fechai os olhos,-1
fechai-vos em copas,-1
fechais em copas,-1
fechais os olhos,-1
fecham os olhos,-1
fecham-se em copas,-1
fechámo-nos em copas,-1
fechamo-nos em copas,-1
fechámos em copas,-1
fechamos em copas,-1
fechámos os olhos,-1
fechamos os olhos,-1
fechando os olhos,-1
fechando-se em copas,-1
fechar os olhos,-1
fechar-me-ei em copas,-1
fechar-se em copas,-1
fechar-se-á em copas,-1
fechar-se-ão em copas,-1
fechar-se-ia em copas,-1
fechar-se-iam em copas,-1
fechar-te-ás em copas,-1
fechar-te-ias em copas,-1
fechará os olhos,-1
fechara os olhos,-1
fechara-se em copas,-1
fecharam os olhos,-1
fecharam-se em copas,-1
fecháramo-nos em copas,-1
fecháramos em copas,-1
fecháramos os olhos,-1
fecharão os olhos,-1
fecharás os olhos,-1
fecharas os olhos,-1
fecharas-te em copas,-1
fecharde-vos em copas,-1
fechardes em copas,-1
fechardes os olhos,-1
fecharei os olhos,-1
fechárei-vos em copas,-1
fechareis em copas,-1
fecháreis em copas,-1
fechareis os olhos,-1
fecháreis os olhos,-1
fecharem os olhos,-1
fecharem-se em copas,-1
fecharemos em copas,-1
fecharemos os olhos,-1
fechares em copas,-1
fechares os olhos,-1
fecharia os olhos,-1
fechariam os olhos,-1
fecharíamos em copas,-1
fecharíamos os olhos,-1
fecharias os olhos,-1
fecharíeis em copas,-1
fecharíeis os olhos,-1
fecharmo-nos em copas,-1
fecharmos em copas,-1
fecharmos os olhos,-1
fechas os olhos,-1
fechas-te em copas,-1
fechasse em copas,-1
fechasse os olhos,-1
fechásseis em copas,-1
fechásseis os olhos,-1
fechassem em copas,-1
fechassem os olhos,-1
fechássemos em copas,-1
fechássemos os olhos,-1
fechasses em copas,-1
fechasses os olhos,-1
fechaste os olhos,-1
fechaste-te em copas,-1
fechastes em copas,-1
fechastes os olhos,-1
fechava os olhos,-1
fechava-se em copas,-1
fechavam os olhos,-1
fechavam-se em copas,-1
fechávamo-nos em copas,-1
fechávamos em copas,-1
fechávamos os olhos,-1
fechavas os olhos,-1
fechavas-te em copas,-1
fechávei-vos em copas,-1
fecháveis em copas,-1
fecháveis os olhos,-1
feche os olhos,-1
feche-se em copas,-1
fechei os olhos,-1
fechei-me em copas,-1
fecheis em copas,-1
fecheis os olhos,-1
fechem os olhos,-1
fechem-se em copas,-1
fechemo-nos em copas,-1
fechemos em copas,-1
fechemos os olhos,-1
feches em copas,-1
feches os olhos,-1
fecho os olhos,-1
fecho-me em copas,-1
fechou os olhos,-1
fechou-se em copas,-1
fecunda,1
fecundas,1
fecundo,1
fecundos,1
fedor,-1
fedorenta,-1
fedorentas,-1
fedorento,-1
fedorentos,-1
feia,-1
feias,-1
feio,-1
feios,-1
feitiça,-1
feitiças,-1
feiticista,-1
feiticistas,-1
feitiço,-1
feitiços,-1
feito à custa de,-1
feito a folha a,-1
feito asneira,-1
feito beicinho,-1
feito biquinho,-1
feito boa figura,1
feito caretas,-1
feito com os olhos fechados,1
feito com uma perna às costas,1
feito das tripas coração,1
feito de vítima,-1
feito faísca,-1
feito figura de urso,-1
feito figura triste,-1
feito filmes,-1
feito gato e sapato de,-1
feito horas,-1
feito má figura,-1
feito orelhas moucas,-1
feito ouvidos de mercador,-1
feito pouco de,0
feito sombra a,1
feito um grande feito,1
feito um negócio da China,1
feito uma boa jogada,1
feito uma figura decente,1
feito uma jogada de mestre,1
feito uma rica parelha,-1
feito uma tempestade num copo de água,-1
feito vista grossa,-1
feito xeque-mate,1
felicidade,1
felicita,0
felicitá,0
felicitado,0
felicitai,0
felicitais,0
felicitam,0
felicitámo,0
felicitamo,0
felicitámos,0
felicitamos,0
felicitando,0
felicitar,0
felicitará,0
felicitara,0
felicitaram,0
felicitáramo,0
felicitáramos,0
felicitarão,0
felicitarás,0
felicitaras,0
felicitarde,0
felicitardes,0
felicitare,0
felicitarei,0
felicitárei,0
felicitareis,0
felicitáreis,0
felicitarem,0
felicitaremos,0
felicitares,0
felicitaria,0
felicitariam,0
felicitaríamos,0
felicitarias,0
felicitaríeis,0
felicitarmo,0
felicitarmos,0
felicitas,0
felicitasse,0
felicitásseis,0
felicitassem,0
felicitássemos,0
felicitasses,0
felicitaste,0
felicitastes,0
felicitava,0
felicitavam,0
felicitávamo,0
felicitávamos,0
felicitavas,0
felicitávei,0
felicitáveis,0
felicite,0
felicitei,0
feliciteis,0
felicitem,0
felicitemo,0
felicitemos,0
felicites,0
felicito,0
felicitou,0
felina,-1
felinas,-1
felino,-1
felinos,-1
feliz,1
felizarda,1
felizardas,1
felizardo,1
felizardos,1
felizes,1
femeeira,-1
femeeiras,-1
femeeiro,-1
femeeiros,-1
fenomenais,1
fenomenal,1
fera,-1
feras,-1
fere,0
ferem,0
feres,0
feri,0
feria,0
feriam,0
feríamo,0
feríamos,0
ferias,0
ferida,-1
feridas,-1
ferido,-1
feridos,-1
feríei,0
feríeis,0
ferimo,0
ferimos,0
ferina,-1
ferinas,-1
ferindo,0
ferino,-1
ferinos,-1
ferir,0
ferirá,0
ferira,0
feriram,0
feríramo,0
feríramos,0
ferirão,0
ferirás,0
feriras,0
ferirde,0
ferirdes,0
ferire,0
ferirei,0
ferírei,0
ferireis,0
feríreis,0
ferirem,0
feriremos,0
ferires,0
feriria,0
feririam,0
feriríamos,0
feririas,0
feriríeis,0
ferirmo,0
ferirmos,0
feris,0
ferisse,0
ferísseis,0
ferissem,0
feríssemos,0
ferisses,0
feriste,0
feristes,0
feriu,0
fero,-1
feros,-1
feroz,-1
ferozes,-1
ferrada,-1
ferradas,-1
ferrado,-1
ferrados,-1
férrea,-1
férreas,-1
ferrenha,-1
ferrenhas,-1
ferrenho,-1
ferrenhos,-1
férreo,-1
férreos,-1
férteis,1
fértil,1
ferva em pouca água,-1
fervais em pouca água,-1
fervam em pouca água,-1
fervamos em pouca água,-1
fervas em pouca água,-1
ferve em pouca água,-1
fervei em pouca água,-1
ferveis em pouca água,-1
fervem em pouca água,-1
fervemos em pouca água,-1
fervendo em pouca água,-1
ferver em pouca água,-1
ferverá em pouca água,-1
fervera em pouca água,-1
ferveram em pouca água,-1
fervêramos em pouca água,-1
ferverão em pouca água,-1
ferverás em pouca água,-1
ferveras em pouca água,-1
ferverdes em pouca água,-1
ferverei em pouca água,-1
fervereis em pouca água,-1
fervêreis em pouca água,-1
ferverem em pouca água,-1
ferveremos em pouca água,-1
ferveres em pouca água,-1
ferveria em pouca água,-1
ferveriam em pouca água,-1
ferveríamos em pouca água,-1
ferverias em pouca água,-1
ferveríeis em pouca água,-1
fervermos em pouca água,-1
ferves em pouca água,-1
fervesse em pouca água,-1
fervêsseis em pouca água,-1
fervessem em pouca água,-1
fervêssemos em pouca água,-1
fervesses em pouca água,-1
ferveste em pouca água,-1
fervestes em pouca água,-1
ferveu em pouca água,-1
fervi em pouca água,-1
fervia em pouca água,-1
ferviam em pouca água,-1
fervíamos em pouca água,-1
fervias em pouca água,-1
fervido em pouca água,-1
fervíeis em pouca água,-1
fervo em pouca água,-1
fervorosa,0
fervorosas,0
fervoroso,0
fervorosos,0
fescenina,-1
fesceninas,-1
fescenino,-1
fesceninos,-1
festeira,0
festeiras,0
festeiro,0
festeiros,0
festiva,1
festivas,1
festivo,1
festivos,1
fetichista,-1
fetichistas,-1
fez à custa de,-1
fez a folha a,-1
fez asneira,-1
fez beicinho,-1
fez biquinho,-1
fez boa figura,1
fez caretas,-1
fez com os olhos fechados,1
fez com uma perna às costas,1
fez das tripas coração,1
fez faísca,-1
fez figura de urso,-1
fez figura triste,-1
fez filmes,-1
fez gato e sapato de,-1
fez horas,-1
fez má figura,-1
fez orelhas moucas,-1
fez ouvidos de mercador,-1
fez pouco de,0
fez sombra a,1
fez um grande feito,1
fez um negócio da China,1
fez uma boa jogada,1
fez uma figura decente,1
fez uma jogada de mestre,1
fez uma rica parelha,-1
fez uma tempestade num copo de água,-1
fez vista grossa,-1
fez xeque-mate,1
fez-se de vítima,-1
fi à custa de,-1
fi a folha a,-1
fi asneira,-1
fi beicinho,-1
fi biquinho,-1
fi boa figura,1
fi com os olhos fechados,1
fi com uma perna às costas,1
fi das tripas coração,1
fi faísca,-1
fi figura de urso,-1
fi figura triste,-1
fi filmes,-1
fi horas,-1
fi orelhas moucas,-1
fi ouvidos de mercador,-1
fi pouco de,0
fi sombra a,1
fi um grande feito,1
fi um negócio da China,1
fi uma boa jogada,1
fi uma figura decente,1
fi uma jogada de mestre,1
fi uma rica parelha,-1
fi uma tempestade num copo de água,-1
fi vista grossa,-1
fi-se de vítima,-1
fiabilidade,1
fiáveis,1
fiável,1
fica a apanhar bonés,-1
fica a chupar no dedo,-1
fica à deriva,-1
fica a dormir à sombra da bananeira,-1
fica a falar para as paredes,-1
fica a falar sozinho,-1
fica a jeito,-1
fica à nora,-1
fica a pensar na morte da bezerra,-1
fica a secar,-1
fica à sombra da bananeira,-1
fica à sombra de,-1
fica a ver navios,-1
fica ao deus dará,-1
fica aos caídos,-1
fica às aranhas,-1
fica às cegas,-1
fica com a cabeça em água,-1
fica com a cabeça na lua,-1
fica com as calças na mão,-1
fica com cara de caso,-1
fica com dor de corno,-1
fica com dor de cotovelo,-1
fica com macacos na cabeça,-1
fica com macacos no sótão,-1
fica com macaquinhos na cabeça,-1
fica com macaquinhos no sótão,-1
fica com o coração nas mãos,-1
fica com os louros,-1
fica de mãos a abanar,-1
fica de mãos atadas,-1
fica de mãos e pés atados,-1
fica de molho,-1
fica de pés atados,-1
fica de tanga,-1
fica de trombas,-1
fica em pedaços,-1
fica em primeiro,1
fica em último,-1
fica enterrado até às orelhas,-1
fica feito barata tonta,-1
fica fora de si,-1
fica mal visto,-1
fica na lua,-1
fica nas mãos de,-1
fica num beco sem saída,-1
fica para tio,-1
fica pelos cabelos,-1
fica reduzido a nada,-1
fica reduzido a zero,-1
fica sem argumentos,-1
ficado a apanhar bonés,-1
ficado a chupar no dedo,-1
ficado à deriva,-1
ficado a dormir à sombra da bananeira,-1
ficado a falar para as paredes,-1
ficado a falar sozinho,-1
ficado a jeito,-1
ficado à nora,-1
ficado a pensar na morte da bezerra,-1
ficado a secar,-1
ficado à sombra da bananeira,-1
ficado à sombra de,-1
ficado a ver navios,-1
ficado ao deus dará,-1
ficado aos caídos,-1
ficado às aranhas,-1
ficado às cegas,-1
ficado com a cabeça em água,-1
ficado com a cabeça na lua,-1
ficado com as calças na mão,-1
ficado com cara de caso,-1
ficado com dor de corno,-1
ficado com dor de cotovelo,-1
ficado com macacos na cabeça,-1
ficado com macacos no sótão,-1
ficado com macaquinhos na cabeça,-1
ficado com macaquinhos no sótão,-1
ficado com o coração nas mãos,-1
ficado com os louros,-1
ficado de mãos a abanar,-1
ficado de mãos atadas,-1
ficado de mãos e pés atados,-1
ficado de molho,-1
ficado de pés atados,-1
ficado de tanga,-1
ficado de trombas,-1
ficado em pedaços,-1
ficado em primeiro,1
ficado em último,-1
ficado enterrado até às orelhas,-1
ficado feito barata tonta,-1
ficado fora de si,-1
ficado mal visto,-1
ficado na lua,-1
ficado nas mãos de,-1
ficado num beco sem saída,-1
ficado para tio,-1
ficado pelos cabelos,-1
ficado reduzido a nada,-1
ficado reduzido a zero,-1
ficado sem argumentos,-1
ficais a apanhar bonés,-1
ficais a chupar no dedo,-1
ficais à deriva,-1
ficais a dormir à sombra da bananeira,-1
ficais a falar para as paredes,-1
ficais a falar sozinho,-1
ficais a jeito,-1
ficais à nora,-1
ficais a pensar na morte da bezerra,-1
ficais a secar,-1
ficais à sombra da bananeira,-1
ficais à sombra de,-1
ficais a ver navios,-1
ficais ao deus dará,-1
ficais aos caídos,-1
ficais às aranhas,-1
ficais às cegas,-1
ficais com a cabeça em água,-1
ficais com a cabeça na lua,-1
ficais com as calças na mão,-1
ficais com cara de caso,-1
ficais com dor de corno,-1
ficais com dor de cotovelo,-1
ficais com macacos na cabeça,-1
ficais com macacos no sótão,-1
ficais com macaquinhos na cabeça,-1
ficais com macaquinhos no sótão,-1
ficais com o coração nas mãos,-1
ficais com os louros,-1
ficais de mãos a abanar,-1
ficais de mãos atadas,-1
ficais de mãos e pés atados,-1
ficais de molho,-1
ficais de pés atados,-1
ficais de tanga,-1
ficais de trombas,-1
ficais em pedaços,-1
ficais em primeiro,1
ficais em último,-1
ficais enterrado até às orelhas,-1
ficais feito barata tonta,-1
ficais fora de si,-1
ficais mal visto,-1
ficais na lua,-1
ficais nas mãos de,-1
ficais num beco sem saída,-1
ficais para tio,-1
ficais pelos cabelos,-1
ficais reduzido a nada,-1
ficais reduzido a zero,-1
ficais sem argumentos,-1
ficam a apanhar bonés,-1
ficam a chupar no dedo,-1
ficam à deriva,-1
ficam a dormir à sombra da bananeira,-1
ficam a falar para as paredes,-1
ficam a falar sozinho,-1
ficam a jeito,-1
ficam à nora,-1
ficam a pensar na morte da bezerra,-1
ficam a secar,-1
ficam à sombra da bananeira,-1
ficam à sombra de,-1
ficam a ver navios,-1
ficam ao deus dará,-1
ficam aos caídos,-1
ficam às aranhas,-1
ficam às cegas,-1
ficam com a cabeça em água,-1
ficam com a cabeça na lua,-1
ficam com as calças na mão,-1
ficam com cara de caso,-1
ficam com dor de corno,-1
ficam com dor de cotovelo,-1
ficam com macacos na cabeça,-1
ficam com macacos no sótão,-1
ficam com macaquinhos na cabeça,-1
ficam com macaquinhos no sótão,-1
ficam com o coração nas mãos,-1
ficam com os louros,-1
ficam de mãos a abanar,-1
ficam de mãos atadas,-1
ficam de mãos e pés atados,-1
ficam de molho,-1
ficam de pés atados,-1
ficam de tanga,-1
ficam de trombas,-1
ficam em pedaços,-1
ficam em primeiro,1
ficam em último,-1
ficam enterrado até às orelhas,-1
ficam feito barata tonta,-1
ficam fora de si,-1
ficam mal visto,-1
ficam na lua,-1
ficam nas mãos de,-1
ficam num beco sem saída,-1
ficam para tio,-1
ficam pelos cabelos,-1
ficam reduzido a nada,-1
ficam reduzido a zero,-1
ficam sem argumentos,-1
ficámos a apanhar bonés,-1
ficamos a apanhar bonés,-1
ficámos a chupar no dedo,-1
ficamos a chupar no dedo,-1
ficámos à deriva,-1
ficamos à deriva,-1
ficámos a dormir à sombra da bananeira,-1
ficamos a dormir à sombra da bananeira,-1
ficámos a falar para as paredes,-1
ficamos a falar para as paredes,-1
ficámos a falar sozinho,-1
ficamos a falar sozinho,-1
ficámos a jeito,-1
ficamos a jeito,-1
ficámos à nora,-1
ficamos à nora,-1
ficámos a pensar na morte da bezerra,-1
ficamos a pensar na morte da bezerra,-1
ficámos a secar,-1
ficamos a secar,-1
ficámos à sombra da bananeira,-1
ficamos à sombra da bananeira,-1
ficámos à sombra de,-1
ficamos à sombra de,-1
ficámos a ver navios,-1
ficamos a ver navios,-1
ficámos ao deus dará,-1
ficamos ao deus dará,-1
ficámos aos caídos,-1
ficamos aos caídos,-1
ficámos às aranhas,-1
ficamos às aranhas,-1
ficámos às cegas,-1
ficamos às cegas,-1
ficámos com a cabeça em água,-1
ficamos com a cabeça em água,-1
ficámos com a cabeça na lua,-1
ficamos com a cabeça na lua,-1
ficámos com as calças na mão,-1
ficamos com as calças na mão,-1
ficámos com cara de caso,-1
ficamos com cara de caso,-1
ficámos com dor de corno,-1
ficamos com dor de corno,-1
ficámos com dor de cotovelo,-1
ficamos com dor de cotovelo,-1
ficámos com macacos na cabeça,-1
ficamos com macacos na cabeça,-1
ficámos com macacos no sótão,-1
ficamos com macacos no sótão,-1
ficámos com macaquinhos na cabeça,-1
ficamos com macaquinhos na cabeça,-1
ficámos com macaquinhos no sótão,-1
ficamos com macaquinhos no sótão,-1
ficámos com o coração nas mãos,-1
ficamos com o coração nas mãos,-1
ficámos com os louros,-1
ficamos com os louros,-1
ficámos de mãos a abanar,-1
ficamos de mãos a abanar,-1
ficámos de mãos atadas,-1
ficamos de mãos atadas,-1
ficámos de mãos e pés atados,-1
ficamos de mãos e pés atados,-1
ficámos de molho,-1
ficamos de molho,-1
ficámos de pés atados,-1
ficamos de pés atados,-1
ficámos de tanga,-1
ficamos de tanga,-1
ficámos de trombas,-1
ficamos de trombas,-1
ficámos em pedaços,-1
ficamos em pedaços,-1
ficámos em primeiro,1
ficamos em primeiro,1
ficámos em último,-1
ficamos em último,-1
ficámos enterrado até às orelhas,-1
ficamos enterrado até às orelhas,-1
ficámos feito barata tonta,-1
ficamos feito barata tonta,-1
ficámos fora de si,-1
ficamos fora de si,-1
ficámos mal visto,-1
ficamos mal visto,-1
ficámos na lua,-1
ficamos na lua,-1
ficámos nas mãos de,-1
ficamos nas mãos de,-1
ficámos num beco sem saída,-1
ficamos num beco sem saída,-1
ficámos para tio,-1
ficamos para tio,-1
ficámos pelos cabelos,-1
ficamos pelos cabelos,-1
ficámos reduzido a nada,-1
ficamos reduzido a nada,-1
ficámos reduzido a zero,-1
ficamos reduzido a zero,-1
ficámos sem argumentos,-1
ficamos sem argumentos,-1
ficando a apanhar bonés,-1
ficando a chupar no dedo,-1
ficando à deriva,-1
ficando a dormir à sombra da bananeira,-1
ficando a falar para as paredes,-1
ficando a falar sozinho,-1
ficando a jeito,-1
ficando à nora,-1
ficando a pensar na morte da bezerra,-1
ficando a secar,-1
ficando à sombra da bananeira,-1
ficando à sombra de,-1
ficando a ver navios,-1
ficando ao deus dará,-1
ficando aos caídos,-1
ficando às aranhas,-1
ficando às cegas,-1
ficando com a cabeça em água,-1
ficando com a cabeça na lua,-1
ficando com as calças na mão,-1
ficando com cara de caso,-1
ficando com dor de corno,-1
ficando com dor de cotovelo,-1
ficando com macacos na cabeça,-1
ficando com macacos no sótão,-1
ficando com macaquinhos na cabeça,-1
ficando com macaquinhos no sótão,-1
ficando com o coração nas mãos,-1
ficando com os louros,-1
ficando de mãos a abanar,-1
ficando de mãos atadas,-1
ficando de mãos e pés atados,-1
ficando de molho,-1
ficando de pés atados,-1
ficando de tanga,-1
ficando de trombas,-1
ficando em pedaços,-1
ficando em primeiro,1
ficando em último,-1
ficando enterrado até às orelhas,-1
ficando feito barata tonta,-1
ficando fora de si,-1
ficando mal visto,-1
ficando na lua,-1
ficando nas mãos de,-1
ficando num beco sem saída,-1
ficando para tio,-1
ficando pelos cabelos,-1
ficando reduzido a nada,-1
ficando reduzido a zero,-1
ficando sem argumentos,-1
ficar a apanhar bonés,-1
ficar a chupar no dedo,-1
ficar à deriva,-1
ficar a dormir à sombra da bananeira,-1
ficar a falar para as paredes,-1
ficar a falar sozinho,-1
ficar a jeito,-1
ficar à nora,-1
ficar a pensar na morte da bezerra,-1
ficar a secar,-1
ficar à sombra da bananeira,-1
ficar à sombra de,-1
ficar a ver navios,-1
ficar ao deus dará,-1
ficar aos caídos,-1
ficar às aranhas,-1
ficar às cegas,-1
ficar com a cabeça em água,-1
ficar com a cabeça na lua,-1
ficar com as calças na mão,-1
ficar com cara de caso,-1
ficar com dor de corno,-1
ficar com dor de cotovelo,-1
ficar com macacos na cabeça,-1
ficar com macacos no sótão,-1
ficar com macaquinhos na cabeça,-1
ficar com macaquinhos no sótão,-1
ficar com o coração nas mãos,-1
ficar com os louros,-1
ficar de mãos a abanar,-1
ficar de mãos atadas,-1
ficar de mãos e pés atados,-1
ficar de molho,-1
ficar de pés atados,-1
ficar de tanga,-1
ficar de trombas,-1
ficar em pedaços,-1
ficar em primeiro,1
ficar em último,-1
ficar enterrado até às orelhas,-1
ficar feito barata tonta,-1
ficar fora de si,-1
ficar mal visto,-1
ficar na lua,-1
ficar nas mãos de,-1
ficar num beco sem saída,-1
ficar para tio,-1
ficar pelos cabelos,-1
ficar reduzido a nada,-1
ficar reduzido a zero,-1
ficar sem argumentos,-1
ficará a apanhar bonés,-1
ficara a apanhar bonés,-1
ficará a chupar no dedo,-1
ficara a chupar no dedo,-1
ficará à deriva,-1
ficara à deriva,-1
ficará a dormir à sombra da bananeira,-1
ficara a dormir à sombra da bananeira,-1
ficará a falar para as paredes,-1
ficara a falar para as paredes,-1
ficará a falar sozinho,-1
ficara a falar sozinho,-1
ficará a jeito,-1
ficara a jeito,-1
ficará à nora,-1
ficara à nora,-1
ficará a pensar na morte da bezerra,-1
ficara a pensar na morte da bezerra,-1
ficará a secar,-1
ficara a secar,-1
ficará à sombra da bananeira,-1
ficara à sombra da bananeira,-1
ficará à sombra de,-1
ficara à sombra de,-1
ficará a ver navios,-1
ficara a ver navios,-1
ficará ao deus dará,-1
ficara ao deus dará,-1
ficará aos caídos,-1
